
8,5.0,1300,"peluqueria burlada, peluqueria burgos, peluqueria toledo, peluqueria santander, peluqueria leon, peluqueria albacete, peluqueria terrassa, peluqueria ciudad real, peluqueria pamplona, peluqueria palen","corte,mujer,lavado,centro,peluquería,hombre,mapa,pelo,mostrar,tratamientos,peinado",0.3,11
8,5.0,1300,"peluqueria burlada, peluqueria burgos, peluqueria toledo, peluqueria santander, peluqueria leon, peluqueria albacete, peluqueria terrassa, peluqueria ciudad real, peluqueria pamplona, peluqueria palen","corte,mujer,lavado,centro,peluquería,hombre,mapa,pelo,mostrar,tratamientos,peinado",0.3,11
8,5.0,1300,"peluqueria burlada, peluqueria burgos, peluqueria toledo, peluqueria santander, peluqueria leon, peluqueria albacete, peluqueria terrassa, peluqueria ciudad real, peluqueria pamplona, peluqueria palen","corte,mujer,lavado,centro,peluquería,hombre,mapa,pelo,mostrar,tratamientos,peinado",0.3,11
8,5.0,1300,"peluqueria burlada, peluqueria burgos, peluqueria toledo, peluqueria santander, peluqueria leon, peluqueria albacete, peluqueria terrassa, peluqueria ciudad real, peluqueria pamplona, peluqueria palen","corte,mujer,lavado,centro,peluquería,hombre,mapa,pelo,mostrar,tratamientos,peinado",0.3,11
8,5.0,1300,"peluqueria burlada, peluqueria burgos, peluqueria toledo, peluqueria santander, peluqueria leon, peluqueria albacete, peluqueria terrassa, peluqueria ciudad real, peluqueria pamplona, peluqueria palen","corte,mujer,lavado,centro,peluquería,hombre,mapa,pelo,mostrar,tratamientos,peinado",0.3,11
8,5.0,1300,"peluqueria burlada, peluqueria burgos, peluqueria toledo, peluqueria santander, peluqueria leon, peluqueria albacete, peluqueria terrassa, peluqueria ciudad real, peluqueria pamplona, peluqueria palen","corte,mujer,lavado,centro,peluquería,hombre,mapa,pelo,mostrar,tratamientos,peinado",0.3,11
8,5.0,1300,"peluqueria burlada, peluqueria burgos, peluqueria toledo, peluqueria santander, peluqueria leon, peluqueria albacete, peluqueria terrassa, peluqueria ciudad real, peluqueria pamplona, peluqueria palen","corte,mujer,lavado,centro,peluquería,hombre,mapa,pelo,mostrar,tratamientos,peinado",0.3,11
8,5.0,1300,"peluqueria burlada, peluqueria burgos, peluqueria toledo, peluqueria santander, peluqueria leon, peluqueria albacete, peluqueria terrassa, peluqueria ciudad real, peluqueria pamplona, peluqueria palen","corte,mujer,lavado,centro,peluquería,hombre,mapa,pelo,mostrar,tratamientos,peinado",0.3,11
8,5.0,1300,"peluqueria burlada, peluqueria burgos, peluqueria toledo, peluqueria santander, peluqueria leon, peluqueria albacete, peluqueria terrassa, peluqueria ciudad real, peluqueria pamplona, peluqueria palen","corte,mujer,lavado,centro,peluquería,hombre,mapa,pelo,mostrar,tratamientos,peinado",0.3,11
8,5.0,1300,"peluqueria burlada, peluqueria burgos, peluqueria toledo, peluqueria santander, peluqueria leon, peluqueria albacete, peluqueria terrassa, peluqueria ciudad real, peluqueria pamplona, peluqueria palen","corte,mujer,lavado,centro,peluquería,hombre,mapa,pelo,mostrar,tratamientos,peinado",0.3,11
8,5.0,1300,"peluqueria burlada, peluqueria burgos, peluqueria toledo, peluqueria santander, peluqueria leon, peluqueria albacete, peluqueria terrassa, peluqueria ciudad real, peluqueria pamplona, peluqueria palen","corte,mujer,lavado,centro,peluquería,hombre,mapa,pelo,mostrar,tratamientos,peinado",0.3,11
8,5.0,1300,"peluqueria burlada, peluqueria burgos, peluqueria toledo, peluqueria santander, peluqueria leon, peluqueria albacete, peluqueria terrassa, peluqueria ciudad real, peluqueria pamplona, peluqueria palen","corte,mujer,lavado,centro,peluquería,hombre,mapa,pelo,mostrar,tratamientos,peinado",0.3,11
8,5.0,1300,"peluqueria burlada, peluqueria burgos, peluqueria toledo, peluqueria santander, peluqueria leon, peluqueria albacete, peluqueria terrassa, peluqueria ciudad real, peluqueria pamplona, peluqueria palen","corte,mujer,lavado,centro,peluquería,hombre,mapa,pelo,mostrar,tratamientos,peinado",0.3,11
8,5.0,1300,"peluqueria burlada, peluqueria burgos, peluqueria toledo, peluqueria santander, peluqueria leon, peluqueria albacete, peluqueria terrassa, peluqueria ciudad real, peluqueria pamplona, peluqueria palen","corte,mujer,lavado,centro,peluquería,hombre,mapa,pelo,mostrar,tratamientos,peinado",0.3,11
8,5.0,1300,"peluqueria burlada, peluqueria burgos, peluqueria toledo, peluqueria santander, peluqueria leon, peluqueria albacete, peluqueria terrassa, peluqueria ciudad real, peluqueria pamplona, peluqueria palen","corte,mujer,lavado,centro,peluquería,hombre,mapa,pelo,mostrar,tratamientos,peinado",0.3,11
8,5.0,1300,"peluqueria burlada, peluqueria burgos, peluqueria toledo, peluqueria santander, peluqueria leon, peluqueria albacete, peluqueria terrassa, peluqueria ciudad real, peluqueria pamplona, peluqueria palen","corte,mujer,lavado,centro,peluquería,hombre,mapa,pelo,mostrar,tratamientos,peinado",0.3,11
8,5.0,1300,"peluqueria burlada, peluqueria burgos, peluqueria toledo, peluqueria santander, peluqueria leon, peluqueria albacete, peluqueria terrassa, peluqueria ciudad real, peluqueria pamplona, peluqueria palen","corte,mujer,lavado,centro,peluquería,hombre,mapa,pelo,mostrar,tratamientos,peinado",0.3,11
8,5.0,1300,"peluqueria burlada, peluqueria burgos, peluqueria toledo, peluqueria santander, peluqueria leon, peluqueria albacete, peluqueria terrassa, peluqueria ciudad real, peluqueria pamplona, peluqueria palen","corte,mujer,lavado,centro,peluquería,hombre,mapa,pelo,mostrar,tratamientos,peinado",0.3,11
8,5.0,1300,"peluqueria burlada, peluqueria burgos, peluqueria toledo, peluqueria santander, peluqueria leon, peluqueria albacete, peluqueria terrassa, peluqueria ciudad real, peluqueria pamplona, peluqueria palencia, peluqueria estepona, peluqueria girona, peluqueria caceres, peluquería madrid, peluqueria logroño","corte,mujer,lavado,centro,peluquería,hombre,mapa,pelo,mostrar,tratamientos,peinado",0.3,11
8,5.0,1300,"peluqueria burlada, peluqueria burgos, peluqueria toledo, peluqueria santander, peluqueria leon, peluqueria albacete, peluqueria terrassa, peluqueria ciudad real, peluqueria pamplona, peluqueria palencia, peluqueria estepona, peluqueria girona, peluqueria caceres, peluquería madrid, peluqueria logroño","corte,mujer,lavado,centro,peluquería,hombre,mapa,pelo,mostrar,tratamientos,peinado",0.3,11
8,5.0,1300,"peluqueria burlada, peluqueria burgos, peluqueria toledo, peluqueria santander, peluqueria leon, peluqueria albacete, peluqueria terrassa, peluqueria ciudad real, peluqueria pamplona, peluqueria palencia, peluqueria estepona, peluqueria girona, peluqueria caceres, peluquería madrid, peluqueria logroño","corte,mujer,lavado,centro,peluquería,hombre,mapa,pelo,mostrar,tratamientos,peinado",0.3,11
8,5.0,1300,"peluqueria burlada, peluqueria burgos, peluqueria toledo, peluqueria santander, peluqueria leon, peluqueria albacete, peluqueria terrassa, peluqueria ciudad real, peluqueria pamplona, peluqueria palencia, peluqueria estepona, peluqueria girona, peluqueria caceres, peluquería madrid, peluqueria logroño","corte,mujer,lavado,centro,peluquería,hombre,mapa,pelo,mostrar,tratamientos,peinado",0.3,11
